coin,cluster_id,t_start,t_end,deficit_usd,total_capacity_usd,budget_queue_usd,overshoot_queue_usd,residual_queue_usd
NEAR,3,2025-10-10 21:18:50.860000+00:00,2025-10-10 21:18:53.827000+00:00,0.0,86479.96545713772,8236.224515612317,8236.224515612317,0.0
NEAR,4,2025-10-10 21:19:08.820000+00:00,2025-10-10 21:19:12.705000+00:00,0.0,134889.04515406225,10.699150092646102,10.699150092646102,0.0
NEAR,5,2025-10-10 21:19:18.209000+00:00,2025-10-10 21:19:18.209000+00:00,0.0,139624.61441828927,2383.413627384498,2383.413627384498,0.0
NEAR,6,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:25.321000+00:00,0.0,484702.0996534767,445486.0094524875,445486.0094524875,0.0
NEAR,7,2025-10-10 21:19:31.173000+00:00,2025-10-10 21:19:34.026000+00:00,0.0,36579.33064000052,7250.930120000001,7250.930120000001,0.0
NEAR,8,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,3527.8408288386636,164.84795828419536,164.84795828419536,0.0
NEAR,9,2025-10-10 21:19:46.665000+00:00,2025-10-10 21:19:46.665000+00:00,0.0,2996.5493716226965,2782.227595992247,2782.227595992247,0.0
NEAR,10,2025-10-10 21:19:52.582000+00:00,2025-10-10 21:19:52.582000+00:00,0.0,5594.837109999999,609.139305,609.139305,0.0
NEAR,11,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,6226.252858429617,1962.5142520996383,1962.5142520996383,0.0
NEO,1,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:25.321000+00:00,0.0,310.1331079999998,1.199208,1.199208,0.0
NIL,1,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:25.321000+00:00,0.0,26003.768162,22333.739967,22333.739967,0.0
NIL,2,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,2613.203290000001,1062.24831,1062.24831,0.0
NOT,1,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,1080.25611,130.525,130.525,0.0
NXPC,1,2025-10-10 21:17:14.132000+00:00,2025-10-10 21:17:14.132000+00:00,0.0,12470.509446,12022.329769,12022.329769,0.0
NXPC,2,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:25.321000+00:00,0.0,15316.955580581724,12356.24910182457,12356.24910182457,0.0
OM,1,2025-10-10 21:18:44.652000+00:00,2025-10-10 21:18:44.652000+00:00,0.0,90918.56885299998,65362.615982999996,65362.615982999996,0.0
OM,2,2025-10-10 21:18:50.860000+00:00,2025-10-10 21:18:50.860000+00:00,0.0,13749.969552,12003.882384,12003.882384,0.0
OM,3,2025-10-10 21:19:03.101000+00:00,2025-10-10 21:19:03.101000+00:00,0.0,542.1469179999999,10.392038,10.392038,0.0
OM,4,2025-10-10 21:19:18.209000+00:00,2025-10-10 21:19:18.209000+00:00,0.0,488.4528315452052,113.91157452080344,113.91157452080344,0.0
OM,5,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,62.796129181122986,22.675743362757704,22.675743362757704,0.0
OM,6,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,125556.02255820941,92005.58478220942,92005.58478220942,0.0
ONDO,1,2025-10-10 21:16:04.831000+00:00,2025-10-10 21:16:04.831000+00:00,0.0,349663.0294,204836.72744400002,204836.72744400002,0.0
ONDO,2,2025-10-10 21:16:56.356000+00:00,2025-10-10 21:16:56.356000+00:00,0.0,286778.23828438326,285566.50937548844,285566.50937548844,0.0
ONDO,3,2025-10-10 21:17:14.132000+00:00,2025-10-10 21:17:14.132000+00:00,0.0,5091.22672,2945.11609,2945.11609,0.0
ONDO,4,2025-10-10 21:17:26.528000+00:00,2025-10-10 21:17:26.528000+00:00,0.0,37664.85655,9792.303635999999,9792.303635999999,0.0
ONDO,5,2025-10-10 21:18:23.989000+00:00,2025-10-10 21:18:23.989000+00:00,0.0,210.44186284022896,174.53416825009722,174.53416825009722,0.0
ONDO,6,2025-10-10 21:18:44.652000+00:00,2025-10-10 21:18:44.652000+00:00,0.0,1118179.1980032548,786126.677525255,786126.677525255,0.0
ONDO,7,2025-10-10 21:19:18.209000+00:00,2025-10-10 21:19:18.209000+00:00,3.7849509999999857,31228.264690000004,13921.319178,13917.534227,0.0
ONDO,8,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:25.321000+00:00,0.0,109576.2010006731,106675.01780186899,106675.01780186899,0.0
ONDO,9,2025-10-10 21:19:31.173000+00:00,2025-10-10 21:19:31.173000+00:00,0.0,810.6570900000002,166.42601100000002,166.42601100000002,0.0
ONDO,10,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,140251.53667482472,125668.67163282474,125668.67163282474,0.0
ONDO,11,2025-10-10 21:19:46.665000+00:00,2025-10-10 21:19:46.665000+00:00,0.0,94963.04665199999,89019.321249,89019.321249,0.0
ONDO,12,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,1233658.162586,183475.988114,183475.988114,0.0
OP,1,2025-10-10 21:18:23.989000+00:00,2025-10-10 21:18:23.989000+00:00,0.0,35145.523814,24878.026644,24878.026644,0.0
OP,2,2025-10-10 21:18:50.860000+00:00,2025-10-10 21:18:50.860000+00:00,0.0,1586.9501129638795,46.56956815633391,46.56956815633391,0.0
OP,3,2025-10-10 21:19:12.705000+00:00,2025-10-10 21:19:18.209000+00:00,0.0,12683.509246578977,980.909571980234,980.909571980234,0.0
OP,4,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:25.321000+00:00,0.0,56498.68561278396,32141.07287478396,32141.07287478396,0.0
OP,5,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,11771.127295999991,5532.9993190000005,5532.9993190000005,0.0
OP,6,2025-10-10 21:19:46.665000+00:00,2025-10-10 21:19:46.665000+00:00,0.0,2693.8714860011023,24.935581271125887,24.935581271125887,0.0
OP,7,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,57698.43725897386,45062.28953597386,45062.28953597386,0.0
OP,8,2025-10-10 21:20:34.906000+00:00,2025-10-10 21:20:34.906000+00:00,0.0,58.70916583455236,39.27672641298888,39.27672641298888,0.0
ORDI,1,2025-10-10 21:17:14.132000+00:00,2025-10-10 21:17:14.132000+00:00,0.0,8327.225478,1225.16515,1225.16515,0.0
ORDI,2,2025-10-10 21:18:44.652000+00:00,2025-10-10 21:18:44.652000+00:00,146132.68326999884,93760.5036087511,64978.402823433615,0.0,81154.28044656523
ORDI,3,2025-10-10 21:19:12.705000+00:00,2025-10-10 21:19:12.705000+00:00,0.0,6018.903445393394,2401.0074979973874,2401.0074979973874,0.0
ORDI,4,2025-10-10 21:19:18.209000+00:00,2025-10-10 21:19:18.209000+00:00,0.0,5023.381991959198,67.97175865834512,67.97175865834512,0.0
ORDI,5,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:25.321000+00:00,0.0,127216.36422339773,16879.383352793455,16879.383352793455,0.0
ORDI,6,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,37291.94836036107,20.774411736913063,20.774411736913063,0.0
PAXG,1,2025-10-10 21:17:14.132000+00:00,2025-10-10 21:17:14.132000+00:00,0.0,29.127499999999923,24.579782,24.579782,0.0
PAXG,2,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:25.321000+00:00,0.0,1373.4491999999989,391.69487,391.69487,0.0
PAXG,3,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,1736.178,200.258294,200.258294,0.0
PAXG,4,2025-10-10 21:20:16.794000+00:00,2025-10-10 21:20:16.794000+00:00,0.0,8473.183200000001,1325.87232,1325.87232,0.0
PENDLE,1,2025-10-10 21:18:23.989000+00:00,2025-10-10 21:18:27.044000+00:00,0.0,266389.3493,257164.92113499998,257164.92113499998,0.0
PENDLE,2,2025-10-10 21:18:35.747000+00:00,2025-10-10 21:18:35.747000+00:00,0.0,31815.395849999997,21052.534665000003,21052.534665000003,0.0
PENDLE,3,2025-10-10 21:18:44.652000+00:00,2025-10-10 21:18:44.652000+00:00,0.0,813171.9927440919,506111.1117940919,506111.1117940919,0.0
PENDLE,4,2025-10-10 21:18:50.860000+00:00,2025-10-10 21:18:50.860000+00:00,0.0,120.029,34.29411,34.29411,0.0
PENDLE,5,2025-10-10 21:19:12.705000+00:00,2025-10-10 21:19:12.705000+00:00,0.0,1181.5426429999998,18.25318,18.25318,0.0
PENDLE,6,2025-10-10 21:19:18.209000+00:00,2025-10-10 21:19:18.209000+00:00,0.0,8022.877365798724,7477.801146666845,7477.801146666845,0.0
PENDLE,7,2025-10-10 21:19:31.173000+00:00,2025-10-10 21:19:31.173000+00:00,0.0,20036.4738,8.882512,8.882512,0.0
PENDLE,8,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,393.67425962864036,28.491115089036114,28.491115089036114,0.0
PENDLE,9,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,21240.940975040383,3167.6908819716077,3167.6908819716077,0.0
PENGU,1,2025-10-10 21:16:04.831000+00:00,2025-10-10 21:16:04.831000+00:00,7698.945329,3260594.316518001,2968801.221701001,2961102.276372001,0.0
PENGU,2,2025-10-10 21:16:56.356000+00:00,2025-10-10 21:16:56.356000+00:00,0.0,730898.712159,437671.463194,437671.463194,0.0
PENGU,3,2025-10-10 21:17:14.132000+00:00,2025-10-10 21:17:14.132000+00:00,0.0,7880.665609203273,7432.756157203274,7432.756157203274,0.0
PENGU,4,2025-10-10 21:17:26.528000+00:00,2025-10-10 21:17:26.528000+00:00,0.0,182805.12538999997,130636.492152,130636.492152,0.0
PENGU,5,2025-10-10 21:18:23.989000+00:00,2025-10-10 21:18:23.989000+00:00,9.551694999999398,78127.58335945771,75839.45785680342,75829.90616180342,0.0
PENGU,6,2025-10-10 21:18:35.747000+00:00,2025-10-10 21:18:35.747000+00:00,0.0,255027.5647333505,52462.14450190063,52462.14450190063,0.0
PENGU,7,2025-10-10 21:18:41.686000+00:00,2025-10-10 21:18:44.652000+00:00,0.0,3606830.4612028007,230244.7158473816,230244.7158473816,0.0
PENGU,8,2025-10-10 21:18:50.860000+00:00,2025-10-10 21:18:53.827000+00:00,0.0,476910.50416400004,91161.456485,91161.456485,0.0
PENGU,9,2025-10-10 21:19:18.209000+00:00,2025-10-10 21:19:18.209000+00:00,0.0,644585.019932,62495.600744,62495.600744,0.0
PENGU,10,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:34.026000+00:00,0.0,3378230.6062736604,1774101.7792121302,1774101.7792121302,0.0
PENGU,11,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,401181.941539,253595.29417100005,253595.29417100005,0.0
PENGU,12,2025-10-10 21:19:46.665000+00:00,2025-10-10 21:19:46.665000+00:00,0.0,4642.104396,2688.957804,2688.957804,0.0
PENGU,13,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,114.44300210415226,94.16806228032583,94.16806228032583,0.0
PEOPLE,1,2025-10-10 21:18:23.989000+00:00,2025-10-10 21:18:23.989000+00:00,146396.98070199878,627.098601,627.091058,0.0,145769.8896439988
PEOPLE,2,2025-10-10 21:18:50.860000+00:00,2025-10-10 21:18:50.860000+00:00,191819.29736999757,1502.754279,1495.203145,0.0,190324.09422499756
PNUT,1,2025-10-10 21:18:44.652000+00:00,2025-10-10 21:18:44.652000+00:00,0.0,128858.95041900002,83705.510152,83705.510152,0.0
PNUT,2,2025-10-10 21:18:50.860000+00:00,2025-10-10 21:18:50.860000+00:00,0.0,2164.5057584214665,30.998585341756296,30.998585341756296,0.0
PNUT,3,2025-10-10 21:19:18.209000+00:00,2025-10-10 21:19:18.209000+00:00,0.0,1978.8643849329608,56.86683101253306,56.86683101253306,0.0
PNUT,4,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:25.321000+00:00,0.0,1525.5433776507102,361.16041895768115,361.16041895768115,0.0
PNUT,5,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,3412.2362490830737,3252.1698809040054,3252.1698809040054,0.0
POL,1,2025-10-10 21:18:44.652000+00:00,2025-10-10 21:18:44.652000+00:00,0.0,47601.91009900001,31627.498254,31627.498254,0.0
POL,2,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,260.02604,260.02604,260.02604,0.0
POL,3,2025-10-10 21:19:46.665000+00:00,2025-10-10 21:19:46.665000+00:00,0.0,10512.144899999996,8153.6435599999995,8153.6435599999995,0.0
POPCAT,1,2025-10-10 21:16:04.831000+00:00,2025-10-10 21:16:04.831000+00:00,4167.015552000004,2258746.086834,2058391.48936,2054224.473808,0.0
POPCAT,2,2025-10-10 21:17:14.132000+00:00,2025-10-10 21:17:14.132000+00:00,0.0,9854.90886,8500.839229,8500.839229,0.0
POPCAT,3,2025-10-10 21:18:44.652000+00:00,2025-10-10 21:18:44.652000+00:00,147760.6328999989,1303138.1605403626,228742.22491409167,80981.59201409278,0.0
POPCAT,4,2025-10-10 21:19:12.705000+00:00,2025-10-10 21:19:18.209000+00:00,0.0,744899.2606232812,33099.64859720107,33099.64859720107,0.0
POPCAT,5,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:25.321000+00:00,189018.9665210002,84408.08408008654,36444.83238288772,0.0,152574.13413811248
POPCAT,6,2025-10-10 21:19:34.026000+00:00,2025-10-10 21:19:34.026000+00:00,0.0,70362.01546,32032.272311,32032.272311,0.0
POPCAT,7,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,502115.74684200133,104633.89260597272,99136.42819682734,0.0,402979.318645174
POPCAT,8,2025-10-10 21:19:46.665000+00:00,2025-10-10 21:19:46.665000+00:00,0.0,589.2508181836181,14.809949351234502,14.809949351234502,0.0
POPCAT,9,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,938.1596839691633,797.124553745979,797.124553745979,0.0
PROMPT,1,2025-10-10 21:16:04.831000+00:00,2025-10-10 21:16:04.831000+00:00,0.0,78385.755079,76118.33165800001,76118.33165800001,0.0
PROMPT,2,2025-10-10 21:16:56.356000+00:00,2025-10-10 21:16:56.356000+00:00,139084.10094599889,25726.419944,22390.685618000003,0.0,116693.41532799888
PROMPT,3,2025-10-10 21:17:26.528000+00:00,2025-10-10 21:17:26.528000+00:00,0.0,118550.08397768147,65486.597964756744,65486.597964756744,0.0
PROMPT,4,2025-10-10 21:18:44.652000+00:00,2025-10-10 21:18:44.652000+00:00,0.0,207552.759524,37390.104315,37390.104315,0.0
PROMPT,5,2025-10-10 21:18:50.860000+00:00,2025-10-10 21:18:50.860000+00:00,0.0,3484.7291160000004,2637.587744,2637.587744,0.0
PROMPT,6,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:25.321000+00:00,0.0,67.88463656910322,4.789629730469516,4.789629730469516,0.0
PROMPT,7,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,7169.089056999999,5904.280712,5904.280712,0.0
PROMPT,8,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,42949.70762501023,11209.673605895234,11209.673605895234,0.0
PROMPT,9,2025-10-10 21:20:16.794000+00:00,2025-10-10 21:20:16.794000+00:00,0.0,30927.941952,3013.0815039999998,3013.0815039999998,0.0
PROVE,1,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,25028.620264999998,10312.73126,10312.73126,0.0
PUMP,1,2025-10-10 21:16:04.831000+00:00,2025-10-10 21:16:04.831000+00:00,26044.284209000023,9260944.868232999,8496448.925571002,8470404.641362002,0.0
PUMP,2,2025-10-10 21:16:56.356000+00:00,2025-10-10 21:16:56.356000+00:00,78.56983400000021,5512090.020316001,3052655.4393560006,3052576.8695220007,0.0
PUMP,3,2025-10-10 21:17:14.132000+00:00,2025-10-10 21:17:14.132000+00:00,0.0,3265133.925523618,3258639.181382684,3258639.181382684,0.0
PUMP,4,2025-10-10 21:17:26.528000+00:00,2025-10-10 21:17:26.528000+00:00,5.1351609999994,896418.0142580001,895335.6710770002,895330.5359160003,0.0
PUMP,5,2025-10-10 21:18:23.989000+00:00,2025-10-10 21:18:23.989000+00:00,3432.2291509998613,12543518.934716,2144120.6406469997,2140688.411496,0.0
PUMP,6,2025-10-10 21:18:44.652000+00:00,2025-10-10 21:18:44.652000+00:00,0.5121150000000512,5648406.006167069,3235534.006422321,3235533.494307321,0.0
PUMP,7,2025-10-10 21:18:50.860000+00:00,2025-10-10 21:18:50.860000+00:00,0.0,1323154.0901999997,426534.356535,426534.356535,0.0
PUMP,8,2025-10-10 21:19:03.101000+00:00,2025-10-10 21:19:03.101000+00:00,0.0,79.06303862064489,0.021847070734676663,0.021847070734676663,0.0
PUMP,9,2025-10-10 21:19:18.209000+00:00,2025-10-10 21:19:18.209000+00:00,0.0,243614.68390112225,120002.98688268341,120002.98688268341,0.0
PUMP,10,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:25.321000+00:00,0.0,1663811.8507726407,1545813.0366605974,1545813.0366605974,0.0
PUMP,11,2025-10-10 21:19:34.026000+00:00,2025-10-10 21:19:34.026000+00:00,0.0,17452.517922999996,669.8165670000001,669.8165670000001,0.0
PUMP,12,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,180777.5646510286,20901.310017763557,20901.310017763557,0.0
PUMP,13,2025-10-10 21:19:46.665000+00:00,2025-10-10 21:19:46.665000+00:00,0.0,8652.247958999998,2.700419,2.700419,0.0
PUMP,14,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,1.545687999999923,217430.97364567796,216697.10712769575,216695.56143969574,0.0
PUMP,15,2025-10-10 21:20:25.860000+00:00,2025-10-10 21:20:25.860000+00:00,0.0,3855.9564360000013,2805.3134610000006,2805.3134610000006,0.0
PUMP,16,2025-10-10 21:20:41.196000+00:00,2025-10-10 21:20:41.196000+00:00,0.0,32758.76810700475,9698.979307904094,9698.979307904094,0.0
PURR,1,2025-10-10 21:16:04.831000+00:00,2025-10-10 21:16:04.831000+00:00,0.0,1605398.416972,1445570.7417230005,1445570.7417230005,0.0
PURR,2,2025-10-10 21:16:56.356000+00:00,2025-10-10 21:16:56.356000+00:00,165785.0655680001,351627.1007331138,351573.90375265863,185788.83818465853,0.0
PURR,3,2025-10-10 21:17:14.132000+00:00,2025-10-10 21:17:14.132000+00:00,0.0,2712.21478,663.443452,663.443452,0.0
PURR,4,2025-10-10 21:17:26.528000+00:00,2025-10-10 21:17:26.528000+00:00,0.0,183903.319321,167657.17836100003,167657.17836100003,0.0
PURR,5,2025-10-10 21:18:23.989000+00:00,2025-10-10 21:18:23.989000+00:00,0.0,114052.77780000004,37321.0539,37321.0539,0.0
PURR,6,2025-10-10 21:18:44.652000+00:00,2025-10-10 21:18:44.652000+00:00,0.0,173168.77244046459,20006.909805464573,20006.909805464573,0.0
PURR,7,2025-10-10 21:19:18.209000+00:00,2025-10-10 21:19:18.209000+00:00,0.0,5598.5400366494205,10.608750591733097,10.608750591733097,0.0
PURR,8,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:25.321000+00:00,0.0,5570.482637360289,5413.291848024978,5413.291848024978,0.0
PURR,9,2025-10-10 21:19:46.665000+00:00,2025-10-10 21:19:46.665000+00:00,0.0,15487.377773557953,13306.55603843305,13306.55603843305,0.0
PYTH,1,2025-10-10 21:18:50.860000+00:00,2025-10-10 21:18:50.860000+00:00,0.0,60.4032,16.1408,16.1408,0.0
PYTH,2,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,1179.94518,97.491312,97.491312,0.0
PYTH,3,2025-10-10 21:19:50.449000+00:00,2025-10-10 21:19:50.449000+00:00,0.0,571.705216913934,11.57978873943874,11.57978873943874,0.0
PYTH,4,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,337353.11652493605,58798.50567593612,58798.50567593612,0.0
RENDER,1,2025-10-10 21:17:14.132000+00:00,2025-10-10 21:17:14.132000+00:00,0.0,193.72534999999996,48.44067,48.44067,0.0
RENDER,2,2025-10-10 21:18:23.989000+00:00,2025-10-10 21:18:23.989000+00:00,0.0,2997.7271042257344,1145.4756542257344,1145.4756542257344,0.0
RENDER,3,2025-10-10 21:18:44.652000+00:00,2025-10-10 21:18:44.652000+00:00,0.0,499241.70974872087,484565.7068337208,484565.7068337208,0.0
RENDER,4,2025-10-10 21:18:50.860000+00:00,2025-10-10 21:18:50.860000+00:00,0.0,12282.339801000002,12210.917468000003,12210.917468000003,0.0
RENDER,5,2025-10-10 21:19:12.705000+00:00,2025-10-10 21:19:12.705000+00:00,0.0,11.8846,2.971111,2.971111,0.0
RENDER,6,2025-10-10 21:19:18.209000+00:00,2025-10-10 21:19:18.209000+00:00,0.0,11060.450353999999,10325.736028000001,10325.736028000001,0.0
RENDER,7,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:25.321000+00:00,0.0,135342.69762061565,35511.110324781,35511.110324781,0.0
RENDER,8,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,157967.653527,56225.014564,56225.014564,0.0
RENDER,9,2025-10-10 21:19:46.665000+00:00,2025-10-10 21:19:46.665000+00:00,0.0,11151.32816,1892.27486,1892.27486,0.0
RENDER,10,2025-10-10 21:19:52.582000+00:00,2025-10-10 21:19:52.582000+00:00,0.0,89.82511999999998,10.039848,10.039848,0.0
RENDER,11,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,34266.582524,2119.401216,2119.401216,0.0
RESOLV,1,2025-10-10 21:19:46.665000+00:00,2025-10-10 21:19:46.665000+00:00,0.0,384733.628644,347320.705907,347320.705907,0.0
RESOLV,2,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,38644.257829999995,35496.609294,35496.609294,0.0
RSR,1,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:25.321000+00:00,0.0,49036.072493,11844.974822,11844.974822,0.0
RSR,2,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,5341.895630599068,1042.6881661662064,1042.6881661662064,0.0
RSR,3,2025-10-10 21:19:46.665000+00:00,2025-10-10 21:19:46.665000+00:00,0.0,911.2254567666544,35.03460334904261,35.03460334904261,0.0
RUNE,1,2025-10-10 21:19:03.101000+00:00,2025-10-10 21:19:03.101000+00:00,0.0,19040.084832,1544.26686,1544.26686,0.0
RUNE,2,2025-10-10 21:19:12.705000+00:00,2025-10-10 21:19:12.705000+00:00,0.0,9256.618362099656,237.04245404538253,237.04245404538253,0.0
RUNE,3,2025-10-10 21:19:34.026000+00:00,2025-10-10 21:19:34.026000+00:00,0.0,8741.210420962714,40.82120657463332,40.82120657463332,0.0
S,1,2025-10-10 21:18:23.989000+00:00,2025-10-10 21:18:23.989000+00:00,0.0,1738534.0955019998,1447196.7178210001,1447196.7178210001,0.0
S,2,2025-10-10 21:18:44.652000+00:00,2025-10-10 21:18:44.652000+00:00,0.0,175193.5802555885,175122.64691377874,175122.64691377874,0.0
S,3,2025-10-10 21:18:50.860000+00:00,2025-10-10 21:18:50.860000+00:00,0.0,262115.37891799997,40378.628215,40378.628215,0.0
S,4,2025-10-10 21:19:08.820000+00:00,2025-10-10 21:19:08.820000+00:00,0.0,0.0,0.0,0.0,0.0
S,5,2025-10-10 21:19:18.209000+00:00,2025-10-10 21:19:18.209000+00:00,0.0,337466.48613,46094.30007,46094.30007,0.0
S,6,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:25.321000+00:00,0.0,395029.52016,112703.94634200001,112703.94634200001,0.0
S,7,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,119610.05439572627,73143.934253886,73143.934253886,0.0
S,8,2025-10-10 21:19:46.665000+00:00,2025-10-10 21:19:46.665000+00:00,0.0,13032.121152,5342.01942,5342.01942,0.0
SAND,1,2025-10-10 21:16:56.356000+00:00,2025-10-10 21:16:56.356000+00:00,0.0,19778.415655999997,8678.93512,8678.93512,0.0
SAND,2,2025-10-10 21:18:44.652000+00:00,2025-10-10 21:18:44.652000+00:00,0.0,6713.620012825577,6445.076787741698,6445.076787741698,0.0
SAND,3,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,6896.7885,4321.13925,4321.13925,0.0
SAND,4,2025-10-10 21:20:11.547000+00:00,2025-10-10 21:20:11.547000+00:00,0.0,119290.59454723555,56611.57193023556,56611.57193023556,0.0
SCR,1,2025-10-10 21:18:23.989000+00:00,2025-10-10 21:18:23.989000+00:00,0.0,13701.000000000002,120.500295,120.500295,0.0
SCR,2,2025-10-10 21:19:18.209000+00:00,2025-10-10 21:19:18.209000+00:00,6.0873409999999994,0.0,0.0,0.0,6.0873409999999994
SCR,3,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:25.321000+00:00,0.0,0.0,0.0,0.0,0.0
SCR,4,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,0.0,0.0,0.0,0.0
SEI,1,2025-10-10 21:16:56.356000+00:00,2025-10-10 21:16:56.356000+00:00,0.0,45476.014510000015,7555.3477060000005,7555.3477060000005,0.0
SEI,2,2025-10-10 21:17:14.132000+00:00,2025-10-10 21:17:14.132000+00:00,0.0,11007.208703272756,3972.0798728300106,3972.0798728300106,0.0
SEI,3,2025-10-10 21:18:23.989000+00:00,2025-10-10 21:18:23.989000+00:00,0.0,308944.58641561476,116415.57917461476,116415.57917461476,0.0
SEI,4,2025-10-10 21:18:44.652000+00:00,2025-10-10 21:18:44.652000+00:00,0.0,13861.8561420751,7867.529474985211,7867.529474985211,0.0
SEI,5,2025-10-10 21:18:50.860000+00:00,2025-10-10 21:18:50.860000+00:00,0.0,3792.501,250.022538,250.022538,0.0
SEI,6,2025-10-10 21:19:18.209000+00:00,2025-10-10 21:19:18.209000+00:00,0.0,269.3288,5.7786480000000005,5.7786480000000005,0.0
SEI,7,2025-10-10 21:19:25.321000+00:00,2025-10-10 21:19:25.321000+00:00,0.0,545453.6291411874,383871.10946822475,383871.10946822475,0.0
SEI,8,2025-10-10 21:19:40.207000+00:00,2025-10-10 21:19:40.207000+00:00,0.0,4644.058846939291,2123.0807011675606,2123.0807011675606,0.0
SEI,9,2025-10-10 21:19:52.582000+00:00,2025-10-10 21:19:52.582000+00:00,0.0,3425.3041304700264,859.6195959607965,859.6195959607965,0.0
SEI,10,2025-10-10 21:20:04.816000+00:00,2025-10-10 21:20:04.816000+00:00,0.0,466087.5895137765,442888.6212803764,442888.6212803764,0.0
SEI,11,2025-10-10 21:20:22.781000+00:00,2025-10-10 21:20:22.781000+00:00,0.0,3616.6,329.296893,329.296893,0.0
SEI,12,2025-10-10 21:20:28.872000+00:00,2025-10-10 21:20:28.872000+00:00,0.0,186056.20414881918,27670.029128819173,27670.029128819173,0.0
SEI,13,2025-10-10 21:21:08.703000+00:00,2025-10-10 21:21:08.703000+00:00,0.0,55251.36476083218,2628.0344931063983,2628.0344931063983,0.0
SEI,14,2025-10-10 21:22:13.234000+00:00,2025-10-10 21:22:13.234000+00:00,0.0,48588.25002960699,33.3157462373039,33.3157462373039,0.0
SKY,1,2025-10-10 21:17:14.132000+00:00,2025-10-10 21:17:14.132000+00:00,0.0,7525.7044799999985,32.931992,32.931992,0.0
