user,n_adl_events,median_latency_ms,share_any_nonadl_fill_5000ms,mean_undo_frac_5000ms,share_any_nonadl_fill_60000ms,mean_undo_frac_60000ms,share_any_nonadl_fill_300000ms,mean_undo_frac_300000ms,strategic_score
0xf45511f106b9974e068c494c0ae3ddad4e0510a8,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x58de5346ad184a998c6f572dd2ef17cb55f30fb5,8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x4cb482c9eb4f29f6bfdac18039dff264c6954617,1,53730.0,0.0,0.0,1.0,0.08324038157390913,1.0,0.08324038157390913,0.08324038157390913
0x05b1250d4c7673fff3730030e752fbf8755fb991,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xfe96dd504543165efeb7ab545d161d0ba112f84e,4,2295381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x70686c64af81e17b29c974d64f832146e565c5f7,5,79611.0,0.0,0.0,0.2,0.14769736842105263,0.4,0.2,0.02953947368421053
0x369daedbefcb30b82154338c8fd613a70c60d251,6,12577.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0x41d59ad9264f13fbe8751c1c471681a26fba5358,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xcac1f1c3e4599e044dc2a9d38a9b6ef1af1bdae8,2,1559031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x1422e840f924c4fe2de242f47fc3fd5a477158de,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xdad8e3c8238fd2f63150961874170e60155a1c57,1,53934.0,0.0,0.0,1.0,0.9961214001745372,1.0,0.9961214001745372,0.9961214001745372
0x5fddaf29681f3acd3ee5d88ef150f066b4db9890,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x8addee8ab97d47492a0e332cfc89c230a9afde71,5,143462.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
0x5b7a84ac80c85bafc5610dba827a9d95f52419f2,1,491358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x86004172760bee3450e7a7d73edb90ed3e1d7e34,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x7ce6ae1a8d55a09fcfd2cd2291f084933727bc1b,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xbd84a5fc438f92ad7052c1aa722ade739f21ae11,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x960f16fff5070555c0efa22f6b839ed7d5ab6094,1,409958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xe11d7bcabb011a609bbaa4ee615ba54b966e2509,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x51117d9c1e01f5d51bccf88617e8fc8d03f4c7bc,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xf27ebb91ea420f73b59b205ac7e0b77a90ec8f3c,3,311243.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0x4372721b1a51452d521da3ecb2c9d4906bfb1be4,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xec36697c3c8c8e385b37e17df40dbcbe2dbd9ffc,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
